Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
atosiban-sun-epar-public-assessment-report_en.pdf,EMA/476499/2013,EMEA/H/C/002329,Atosiban SUN,Atosiban,Sun Pharmaceutical Industries Europe B.V.,Peptides and proteins,solution for injection,intravenous,approved,authorised,30.05.2013,2013,no,no,"to delay imminent pre-term birth in pregnant adult women with regular uterine contractions, cervical dilation, gestational age from 24 until 33 weeks, and normal foetal heart rate","to delay imminent pre-term birth in pregnant adult women with regular uterine contractions, cervical dilation, gestational age from 24 until 33 weeks, and normal foetal heart rate",Pregnancy and childbirth,29.08.2012,2012,yes,Not reported
pandemic-influenza-vaccine-h5n1-baxter-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/001200,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,"Pandemic influenza vaccine (H5N1 whole virion, Vero cell derived, inactivated)",Baxter AG,Vaccine,Not reported,Not reported,approved,withdrawn,23.07.2009,2009,no,no,Prophylaxis of influenza in an officially declared pandemic situation,Prophylaxis of influenza in an officially declared pandemic situation,Infectious and parasitic diseases,09.07.2009,2009,yes,Not reported
mimpara-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/0000,Mimpara,cinacalcet hydrochloride,Amgen Europe B.V,Small molecule,film coated tablets,oral,approved,authorised,Not reported,2004,no,no,Secondary hyperparathyroidism in patients with end-stage renal disease (ESRD) on maintenance dialysis therapy; Reduction of hypercalcaemia in patients with parathyroid carcinoma,Secondary hyperparathyroidism in patients with end-stage renal disease (ESRD) on maintenance dialysis therapy; Reduction of hypercalcaemia in patients with parathyroid carcinoma,"Endocrine, nutritional, and metabolic diseases; Neoplasms",Not reported,Not reported,no,NA
withdrawal-assessment-report-radicava_en.pdf,EMA/CHMP/290284/2019,EMEA/H/C/004938/0000,Radicava,edaravone,Mitsubishi Tanabe Pharma Corporation,Small molecule,solution for infusion,intravenous,withdrawn,withdrawn,24.05.2019,2019,yes,no,treatment of amyotrophic lateral sclerosis (ALS),NA,Diseases of the nervous system,Not reported,Not reported,no,NA
repaglinide-accord-epar-public-assessment-report_en.pdf,EMA/9712/2012,EMEA/H/C/002318,Repaglinide Accord,Repaglinide,Accord Healthcare Limited,Small molecule,tablet,oral,approved,authorised,20.10.2011,2011,no,no,"Repaglinide is indicated in patients with type 2 diabetes (Non Insulin-Dependent Diabetes Mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.","Repaglinide is indicated in patients with type 2 diabetes (Non Insulin-Dependent Diabetes Mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.","Endocrine, nutritional, and metabolic diseases",18.11.2010,2010,yes,CHMP
glubrava-epar-scientific-discussion_en.pdf,Not reported,Not reported,Pioglitazone/Metformin hydrochloride Takeda,"pioglitazone, metformin hydrochloride",Takeda,Small molecule,film-coated tablets,oral,approved,withdrawn,Not reported,Not reported,no,no,"treatment of type 2 diabetes mellitus patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone","treatment of type 2 diabetes mellitus patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone","Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,yes,Not reported
bimzelx-epar-public-assessment-report_en.pdf,EMA/393532/2021,EMEA/H/C/005316/0000,Bimzelx,bimekizumab,UCB Pharma S.A.,Biologics,solution for injection,subcutaneous,approved,authorised,24.06.2021,2021,no,no,treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy,treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy,Diseases of the skin,15.07.2020,2020,no,NA
penbraya-epar-public-assessment-report_en.pdf,EMA/464092/2024,EMEA/H/C/006165/0000,Penbraya,"Meningococcal groups A, C, W, Y conjugate and group B vaccine (recombinant, adsorbed)",Pfizer Europe MA EEIG,Vaccine,sterile liquid suspension,intramuscular,approved,withdrawn,19.09.2024,2024,no,no,"active immunisation of individuals 10 years of age and older to prevent invasive disease caused by Neisseria meningitidis groups A, B, C, W, and Y","active immunisation of individuals 10 years of age and older to prevent invasive disease caused by Neisseria meningitidis groups A, B, C, W, and Y",Infectious and parasitic diseases,02.02.2023,2023,yes,Not reported
verkazia-epar-public-assessment-report_en.pdf,EMA/505143/2017,EMEA/H/C/004411/0000,Verkazia,ciclosporin,Santen Oy,Peptides and proteins,"eye drops, emulsion",ocular,approved,authorised,20.07.2017,2017,yes,no,treatment of severe vernal keratoconjunctivitis (VKC) in children and adolescents from 4 to 18 years old,treatment of severe vernal keratoconjunctivitis (VKC) in children and adolescents from 4 to 18 years old,Diseases of the eye and adnexa,16.12.2016,2016,yes,Not reported
paliperidone-janssen-cilag-international-epar-public-assessment-report_en.pdf,EMA/358737/2020,EMEA/H/C/005486/0000,Paliperidone Janssen-Cilag International,paliperidone,Janssen-Cilag International N.V,Small molecule,long-acting injectable,Not reported,approved,authorised,30.04.2020,2020,no,no,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,Mental and behavioural disorders,07.02.2020,2020,yes,NA
beovu-epar-public-assessment-report_en.pdf,EMA/23630/2020,EMEA/H/C/004913/0000,Beovu,brolucizumab,Novartis Europharm Limited,Biologics,Solution for injection,Intravitreal,approved,authorised,12.12.2019,2019,no,no,treatment of neovascular (wet) age-related macular degeneration (AMD),treatment of neovascular (wet) age-related macular degeneration (AMD),Diseases of the eye and adnexa,06.02.2019,2019,no,NA
descovy-epar-public-assessment-report_en.pdf,EMA/192941/2016,EMEA/H/C/004094/0000,Descovy,emtricitabine / tenofovir alafenamide,Gilead Sciences International Ltd,Small molecule,film-coated tablet,oral,approved,authorised,25.02.2016,2016,no,no,Descovy is indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults without any known mutations associated with resistance to the individual components of Descovy.,Descovy is indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults without any known mutations associated with resistance to the individual components of Descovy.,Infectious and parasitic diseases,21.04.2015,2015,no,NA
nepexto-epar-public-assessment-report_en.pdf,EMA/212524/2020,EMEA/H/C/004711/0000,Nepexto,etanercept,Mylan IRE Healthcare Limited,Biologics,solution for injection,subcutaneous,approved,authorised,26.03.2020,2020,no,no,Rheumatoid arthritis; Juvenile idiopathic arthritis; Psoriatic arthritis; Axial spondyloarthritis; Plaque psoriasis; Paediatric plaque psoriasis,Rheumatoid arthritis; Juvenile idiopathic arthritis; Psoriatic arthritis; Axial spondyloarthritis; Plaque psoriasis; Paediatric plaque psoriasis,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,30.04.2018,2018,no,NA
obiltoxaximab-sfl-epar-public-assessment-report_en.pdf,EMA/524933/2020,EMEA/H/C/005169/0000,Obiltoxaximab SFL,obiltoxaximab,SFL Pharmaceuticals Deutschland GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,withdrawn,17.09.2020,2020,yes,no,Obiltoxaximab SFL is indicated in adults and paediatric patients for treatment of inhalational anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs. Obiltoxaximab SFL is also indicated in adults and paediatric patients for the post-exposure prophylaxis of inhalation anthrax when alternative therapies are not appropriate or are not available.,Obiltoxaximab SFL is indicated in adults and paediatric patients for treatment of inhalational anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs. Obiltoxaximab SFL is also indicated in adults and paediatric patients for the post-exposure prophylaxis of inhalation anthrax when alternative therapies are not appropriate or are not available.,Infectious and parasitic diseases,03.06.2019,2019,no,NA
steglatro-epar-public-assessment-report_en.pdf,EMA/86938/2018,EMEA/H/C/004315/0000,Steglatro,ertugliflozin,Merck Sharp & Dohme Limited,Small molecule,film-coated tablet,oral,approved,authorised,25.01.2018,2018,no,no,"For adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control as monotherapy or in combination with other glucose-lowering medicinal products, including insulin.","For adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control as monotherapy or in combination with other glucose-lowering medicinal products, including insulin.","Endocrine, nutritional, and metabolic diseases",01.02.2017,2017,no,NA
levodopacarbidopaentacapone-sandoz-epar-public-assessment-report_en.pdf,EMA/707244/2013,EMEA/H/C/002785,Levodopa Carbidopa Entacapone Sandoz,Levodopa Carbidopa Entacapone,Orion Corporation,Small molecule,film-coated tablet,oral,approved,authorised,19.09.2013,2013,no,yes,treatment of adult patients with Parkinson’s disease and end-of-dose motor fluctuations not stabilised on levodopa/dopa decarboxylase (DDC) inhibitor treatment,treatment of adult patients with Parkinson's disease and end-of-dose motor fluctuations not stabilised on levodopa/dopa-decarboxylase (DDC)-inhibitor treatment,Diseases of the nervous system,07.02.2013,2013,yes,Not reported
vfend-epar-scientific-discussion_en.pdf,Not reported,Not reported,Vfend,voriconazole,Not reported,Small molecule,film-coated tablets; powder for solution for infusion,intravenous; oral,approved,authorised,Not reported,Not reported,no,no,Treatment of invasive aspergillosis; Treatment of candidemia in non-neutropenic patients; Treatment of fluconazole-resistant serious invasive Candida infections; Treatment of serious fungal infections caused by Scedosporium spp. and Fusarium spp.,Treatment of invasive aspergillosis; Treatment of fluconazole-resistant serious invasive Candida infections (including C. krusei); Treatment of serious fungal infections caused by Scedosporium spp. and Fusarium spp.,Infectious and parasitic diseases,Not reported,Not reported,no,NA
ikervis-epar-public-assessment-report_en.pdf,EMA/CHMP/473489/2014,EMEA/H/C/002066,IKERVIS,ciclosporin,Santen SAS,Peptides and proteins,"Eye drops, emulsion",Ocular,approved,authorised,22.01.2015,2015,no,no,Treatment of dry eye disease in adult patients with severe keratitis that does not improve despite treatment with tear substitutes,"Treatment of severe keratitis in adult patients with dry eye disease, which has not improved despite treatment with tear substitutes",Diseases of the eye and adnexa,02.12.2013,2013,yes,CHMP
xeplion-epar-public-assessment-report_en.pdf,EMA/60983/2011,EMEA/H/C/2105,Xeplion,paliperidone,Janssen-Cilag International NV,Small molecule,prolonged release suspension for injection,intramuscular,approved,authorised,16.12.2010,2010,no,no,Treatment of adult patients with schizophrenia,Treatment of adult patients with schizophrenia,Mental and behavioural disorders,03.12.2009,2009,no,NA
neulasta-epar-scientific-discussion_en.pdf,Not reported,Not reported,Neulasta,pegfilgrastim,Amgen Inc.,Biologics,solution for injection,subcutaneous,approved,authorised,Not reported,Not reported,no,no,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes),Reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes),Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
skyrizi-epar-public-assessment-report_en.pdf,EMA/191996/2019,EMEA/H/C/004759/0000,Skyrizi,risankizumab,AbbVie Deutschland GmbH & Co. KG,Biologics,Solution for injection,Subcutaneous,approved,authorised,28.02.2019,2019,no,no,Treatment of moderate to severe plaque psoriasis in adults,Treatment of moderate to severe plaque psoriasis in adults,Diseases of the skin,26.04.2018,2018,no,NA
